protein_id	protein_name	genome_name	genome_id	length
AJT60526.1--GCA_001501655.1	putative preQ0 transporter	Escherichia phage CAjan	GCA_001501655.1	159
AJT60527.1--GCA_001501655.1	queuosine biosynthesis QueC ATPase	Escherichia phage CAjan	GCA_001501655.1	240
AJT60528.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	62
AJT60529.1--GCA_001501655.1	radical SAM domain-containing protein	Escherichia phage CAjan	GCA_001501655.1	70
AJT60530.1--GCA_001501655.1	putative queuosine biosynthesis protein	Escherichia phage CAjan	GCA_001501655.1	235
AJT60531.1--GCA_001501655.1	transcriptional activator FtrA domain-containing protein	Escherichia phage CAjan	GCA_001501655.1	267
AJT60532.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	164
AJT60533.1--GCA_001501655.1	helicase-like protein	Escherichia phage CAjan	GCA_001501655.1	658
AJT60534.1--GCA_001501655.1	putative nuclease	Escherichia phage CAjan	GCA_001501655.1	302
AJT60535.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	295
AJT60536.1--GCA_001501655.1	putative DNA repair and recombination protein	Escherichia phage CAjan	GCA_001501655.1	242
AJT60537.1--GCA_001501655.1	putative ATP-dependent DNA ligase	Escherichia phage CAjan	GCA_001501655.1	304
AJT60538.1--GCA_001501655.1	putative RNAse H	Escherichia phage CAjan	GCA_001501655.1	207
AJT60539.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	76
AJT60540.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	263
AJT60541.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	152
AJT60542.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	56
AJT60543.1--GCA_001501655.1	deoxyuridine 5'-triphosphate nucleotidohydrolase	Escherichia phage CAjan	GCA_001501655.1	218
AJT60544.1--GCA_001501655.1	putative nuclease	Escherichia phage CAjan	GCA_001501655.1	155
AJT60545.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	104
AJT60546.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	65
AJT60547.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	74
AJT60548.1--GCA_001501655.1	putative primase	Escherichia phage CAjan	GCA_001501655.1	780
AJT60549.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	67
AJT60550.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	260
AJT60551.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	108
AJT60552.1--GCA_001501655.1	homing endonuclease	Escherichia phage CAjan	GCA_001501655.1	160
AJT60553.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	203
AJT60554.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	82
AJT60555.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	70
AJT60556.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	69
AJT60557.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	87
AJT60558.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	94
AJT60559.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	46
AJT60560.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	92
AJT60561.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	83
AJT60562.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	92
AJT60563.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	100
AJT60564.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	74
AJT60565.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	63
AJT60566.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	89
AJT60567.1--GCA_001501655.1	putative DNA binding protein	Escherichia phage CAjan	GCA_001501655.1	130
AJT60568.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	156
AJT60569.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	141
AJT60570.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	61
AJT60571.1--GCA_001501655.1	putative protease	Escherichia phage CAjan	GCA_001501655.1	154
AJT60572.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	86
AJT60573.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	145
AJT60574.1--GCA_001501655.1	putative holin protein	Escherichia phage CAjan	GCA_001501655.1	114
AJT60575.1--GCA_001501655.1	lysis regulatory protein	Escherichia phage CAjan	GCA_001501655.1	158
AJT60576.1--GCA_001501655.1	hypothetical protein	Escherichia phage CAjan	GCA_001501655.1	61
